979,"Tejeros","Makati","2427 Pasong Tirad St., Brgy. Tejeros, Makati City, Makati","Pimentel Medical Clinic"
980,"Nagkaisang Nayaon","Quezon","204 General Luis Street Novaliches, Quezon","Tejero Animal Clinic"
981,"Santa Elena","Marikina","2nd Floor Bluewave Strip Mall Sumulong, Marikina","Ambulatory And Diagnostic Clinic"
982,"Maysan","Valenzuela","152 Maysan Road Valenzuela City, Valenzuela","Real - Herrera Dental Clinic"
983,"Alabang","Muntinlupa","Lower Level Sycamore Arcade Alabang - Zapote Road Alabang, Muntinlupa","Animal Doctors Company"
984,"Wack-Wack Greenhills","Mandaluyong","2nd Floor Reg - ler Building, EDSA Corner Arayat Street Cubao, Mandaluyong","Mega Med Diagnostic Center"
985,"Bangkal","Makati","M-20 Auro Vir Bldg., 1695 Evangelista, Bangkal, Makati City, Makati","Brenda Grace Sara - Revita Dental Clinic"
986,"Poblacion","Makati","M-20 Aurovir Bldg., 1695 Evangelista St., Bangkal, Makati","Brenda Grace Sara Revita"
987,"Barangka","Marikina","131 Benhel Building, A Bonifacio Avenue, Barangka, Marikina","Clinika Marikina Clinic"
988,"Maybunga","Pasig","Pasig City General Hospital, F. Legaspi Street, Maybunga, Pasig City, Pasig","Pasig City General Hospital"
989,"Cebu","Cebu City","F. Llamas St., Punta princesa, Labangon, Cebu City, Cebu City","San Juan Medical Clinic"
990,"San Joaquin","Pasig","122 San Bernardo St. San Joaquin, Pasig","M.A. Soliven Medical Surgical and Maternity Clinic"
991,"Pio del Pilar","Makati","437 Cityland Pasong Tamo Tower, Pasong Tamo St, Makati","Fabro - Esporlas Dental Clinic"
992,"San Pedro","Pateros","418 G Flores Street. Poblacion Pateros Metro,Manila City, Pateros","Viar Dental Clinic"
993,"Sampaloc","Manila","P. Campa Street, Barangay 469, Manila, Manila","Cliniche Vitale Dentale"
994,"Guadalupe Nuevo","Makati","1666, Esquela Street, Guadalupe Nuevo, Makati City, Metro Manila, 1200,Makati City, Makati","27th Smile Dental Clinic"
995,"San Dionisio","Paranaque","2nd Floor, Stall 3 Magdalena Arcade, Palanyab Rd., Gatchalian Subd., Phase 2, Dr. Santos Ave., San Dionisio, Paranaque","Inciong Dental Clinic"
996,"San Dionisio","Paranaque","2/f Stall 3 Magdalena Arcade, Palanyab Rd., Gatcha, Paranaque","Inciong Dental Clinic"
997,"Mandaue City","Cebu City","C.N.E Suico Bldg., P Del Rosario St., Centro, Mandaue City, Cebu City","Ceniza Dental Care"
998,"Ninoy Acquino Airport","Pasay","Naia Road, Pasay City, Metro Manila,Pasay City, Pasay","Nayon Ng Kabataan"
999,"Concepcion Dos","Marikina","VELVET STREET,Marikina City, Marikina","Lim's Dental Clinic"
1000,"San Lorenzo","Makati","120, 6th Floor Vernida I Building, Amorsolo Street, Makati City, 1200, Metro Manila,Makati City, Makati","Eye 2 Group"
1001,"San Isidro","Paranaque","Dr. A. Santos Avenue Sucat Parañaque City, Paranaque","Carlos Veterinary Clinic"
1002,"Ermita","Manila","Shangri-La Plaza Mall, Edsa, Corner Shaw Boulevard,Mandaluyong City, Mandaluyong","Healthway Clinic"
1003,"Ugong Norte","Quezon","Unit 220 Corinthian Regency Ortigas Center Barangay San Antonio, Quezon","Gutierrez Dental Clinic"
1004,"Culiat","Quezon","Tandang Sora Avenue,Quezon City, Quezon","JRF Medical & Surgical Clinic"
1005,"Plainview","Mandaluyong","Social Hygiene Clinic, Maysilo Circle, Mandaluyong City, 1550, Metro Manila,Makati City, Mandaluyong","Social Hygeine Clinic"
1006,"Kapasigan","Pasig","Unit 106 Framar Center, 111 A. Mabini Street, Kapsigan,Pasig city, Pasig","Calriza C Nuez DMD Dental Clinic"
1007,"Central","Quezon","132 Kalayaan Ave., Diliman, Quezon","Camila T. Canares Dental Clinic"
1008,"San Roque","Marikina","KAPWA STREET,Marikina City, Marikina","Alinarte Dental Clinic"
1009,"Talayan","Quezon","2nd Floor San Antonio Building Del Monte Street, Corner Corumi Quezon City, Quezon","Camille Cariño Ordinanza Dental Clinic"
1010,"Dasmarinas City","Cavite","Emilio Aguinaldo Highway Salitran II Dasma, Cavite","Ernacio Dental Clinic"
1011,"San Lorenzo","Makati","Unit 1402 Medical Plaza, Amorsolo Street, Barangay San Lorenzo, Makati City, 1223, Metro Manila,Makati City, Makati","Dentist Dental One"
1012,"Bayanan","Muntinlupa","265b, National Road, Barangay Bayanan,Muntinlupa City, Muntinlupa","Global Dental"
1013,"San Lorenzo","Makati","Deleno, Makati Commercial Center 1224,Makati City, Makati","Lacad Dermatology Clinic"
1014,"Santolan","Pasig","11 Gil Fernando Avenue, San Roque,Marikina City, Marikina","Naval Dental Clinic"
1015,"Santolan","Pasig","M & R COMPLEX 29 G. FERNANDO AVENUE, Pasig","Naval Dental Clinic"
1016,"Sagád","Pasig","73 Dr Pilapil St, Sagad, Pasig, 1600 Metro Manila, Pasig","Javillonar Clinic and Hospital"
1017,"Dasmarinas City","Cavite","Castillo Dental Clinic, 2nd Floor Rcvj Building, Don P. Campos Avenue, Dasmarinas City, Cavite, Cavite","C. Castillo Libron Dental Clinic"
1018,"Marilag","Quezon","2nd Level, L Building 142 Katipunan Avenue Saint Ignatius Village, Quezon","Dermatters Laser and Aesthetic Center"
1019,"Paligsahan","Quezon","G/F Lot 5 206 J Tiosejo Street, Mandaluyong","Uy Dental Clinic Tooth Gallery Co."
1020,"Paligsahan","Quezon","1941 F Taft Avenue Pasay City, Manila","Uy Dental Clinic Tooth Gallery Co."
1021,"Cebu","Cebu City","59-A Don Gil Garcia St, Cebu City, Cebu City","Candy Delos Reyes Optical Clinic"
1022,"Novaliches Proper","Quezon","Ground Floor, Pascual Bldg., Sarmiento St., Nova Proper, Novaliches, Quezon","RCG Healthy Smile Dental Studio"
1023,"Novaliches Proper","Quezon","G/F Pascual Bldg.,945 Quirino Highway cor Sarmiento St. Novaliches Proper Nova,Quezon City, Quezon","Pangan Dental Clinic"
1024,"Batangas City","Batangas","room 201 Cantos Building Capitol Site, Batangas","Cantos Dental Clinic"
1025,"Ugong","Pasig","Unit 1932 City & Land Megaplaza, Adb Avenue, Ortigas Center, Pasig City,Pasig city, Pasig","Caralina Hermosa Dental Clinic"
1026,"San Lorenzo","Makati","Medical Plaza Makati Amorsolo Cor., Dela Rosa St., Legaspi Village, Makati","Roxana M. Sison  Medical Clinic"
1027,"Kapitolyo","Pasig","No. 33, Sta. Catalina Street, Barrio Kapitolyo, Pasig City, 1603, Metro Manila,Pasig city, Pasig","Carina Delos Reyes Pediatric Dental Clinic"
1028,"Imus","Cavite","509 Bayan Luma, Imus, Cavite","Dominguez Dental Clinic"
1029,"Alabang","Muntinlupa","14th Floor Civic Prime Condo, 2501 Civic Drive, Ayala Alabang,Muntinlupa City, Muntinlupa","Holy King Medical Clinic"
1030,"San Lorenzo","Makati","Mezzanine, Tower 2, The Enterprise Center, 6766 Ayala Ave. cor. Paseo de Roxas San Lorenzo,Makati City, Makati","Shinagawa Lasik & Aesthetics"
1031,"San Lorenzo","Makati","Mezzanine Tower 2, The Enterprise Center, 6766 Ayala Avenue Corner Paseo De Roxas, Makati","Shinagawa Lasik & Aesthetics"
1032,"Imus","Cavite","Blk 41 Lot 44 Chlorine St. Phase 3 Golden City Subd. Anabu 11-F Imus, Cavite, 4103, Cavite","I See Smile Dental Clinic"
1033,"Concepcion Uno","Marikina","18-G, 2nd Floor, Ignacio Commercial Bldg., Bayan-Bayanan Ave., Concepcion 1, Marikina","C. Castejon Dental Care Clinic"
1034,"Pio del Pilar","Makati","U/G 34 Cityland 8, 98 Sen. Gil Puyat Avenue, Makati City, Makati","Dermatologica Clinic"
1035,"Ugong","Pasig","Upper Ground 21, City And Land Mega Plaza Building, Adb Avenue, Corner Garnet Street, Ortigas Center,Pasig city, Pasig","Dermatouch Medical Spa"
1036,"Tañong","Marikina","Jose P. Rizal Street,Marikina City, Marikina","CK Angeles Dental Clinic"
1037,"Sucat","Muntinlupa","Suite 508, South Center Tower, 2206 Market Street, Muntinlupa","Cosmetic Dental Clinic, Inc."
1038,"Malibay","Pasay","121 Edsa,1300, Metro Manila,Pasay City, Pasay","CM Cornejo Medical Clinic"
1039,"Putatan","Muntinlupa","7 Estanislao Street Lakeview Putatan,Muntinlupa City, Muntinlupa","Saint Margareth Medical Clinic"
1040,"Talon Singko","Las Pinas","Ctr Rm. 314 Marcos Alvarez St,Las Pinas City, Las Pinas","Las Piñas Medical Center"
1041,"Parang","Marikina","# 50 General Molina Street, Parang Marikina City, Marikina","Songco Dental Clinic"
1042,"Santa Elena","Marikina","257 Munding avenue sto Nino Marikina, Marikina","Bobila Dental Clinic"
1043,"Poblacion","Makati","953 Jp Rizal Street, Makati","CB Veterinary Clinic"
1044,"Central","Quezon","94 Masikap Extension, Diliman, Quezon City, Quezon","Best Diagnostic Corporation and Multispecialty Clinic"
1045,"Loyola Heights","Quezon","Prince David Condominium Katipunan Avenue.,Quezon City, Quezon","Carlo Clemente Dental Clinic"
1046,"Pasay City","Pasay","C K Sy Diamond Building, Libertad Street, Pasay","Carlo Lim Dental Clinic"
1047,"Santa Elena","Marikina","397 J.P. Rizal Street, Sto. Niño,Marikina City, Marikina","Intellicare"
1048,"Bungad","Quezon","2nd Floor 158 Promenade Building West Avenue Quezon City, Quezon","Ortho Dental Care"
1049,"Laging Handa","Quezon","Unit C2, Lower Ground Lansberg Place, No. 170 T. Morato Cor. Scout Castor, Brgy. Sacred Heart,Quezon City, Quezon","Carlo V. Umlas"
1050,"Tondo","Manila","777 Unit A Milestone Townhomes, A.H. Lacson St. Sampaloc, Manila","Buendia Dental Clinic"
1051,"Guadalupe Nuevo","Makati","P. Burgos Street, Guadalupe Nuevo, Makati","Carlos Hernandez Dental Clinic"
1052,"Bahay Toro","Quezon","12 Congressional Ave, Project 8, Quezon","Abraham Plastic Surgery and Skin Clinic"
1053,"Laging Handa","Quezon","91 Don Alejandro Roces Avenue, Quezon City, 1103 Metro Manila, Philippines, Quezon","Dr Carlos Lasa Jr Cosmetic Surgery Center"
1054,"Krus na Ligas","Quezon","120 Maginhawa Street, Teachers Village, Quezon","Pizarro Dental Clinic"
1055,"North Signal Village","Taguig","8th,Taguig City, Taguig","Minoza Dental Clinic"
1056,"West Triangle","Quezon","Quezon Avenue,Quezon City, Quezon","Rebecca Javier's Dental Clinic"
1057,"Talon Dos","Las Pinas","OBEDOZA`S TOWNHOMES UNIT 7 4th ST. UPS-V SUCAT PARAQUE / 2/F SM CENTER LAS PINAS ALABANG ZAPOTE RD. Talon II,las Pinas City, Las Pinas","B5 Dental Center"
1058,"Greenhills North","San Juan","#201, Medical Arts Building, 11 Banawe Street, Dona Josefa, Quezon City, Quezon","Cardinal Santos Medical Center - Room No. 162"
1059,"Kaunlaran Village","Malabon","328 A. Mabini Street Caloocan City, Caloocan","President Diosdado Macapagal Medical Center"
1060,"Kaunlaran Village","Malabon","Room 227, 2nd Floor, Pres. Diosdado Macapagal Hospital, 450 A. Mabini Street, Caloocan City,Caloocan City, Malabon","President Diosdado Macapagal Medical Center"
1061,"Wack-Wack Greenhills","Mandaluyong","Holistic Circle 5th Floor, Building A Sm Megamall, Edsa,Mandaluyong City, Mandaluyong","Cinco Carlota Bard MD"
1062,"Plainview","Mandaluyong","602, Boni Avenue,Mandaluyong City, Mandaluyong","Annette Polyclinic"
1063,"Bel-Air","Makati","141, 15th Floor, Unit 88, Corporate Center, Valero Street, Sedeño Street, Salcedo Village,Makati City, Makati","Carmel Tiu Dental Care"
1064,"Concepcion Uno","Marikina","H. BAUTISTA STREET,marikina City, Marikina","Arao Dental Clinic"
1065,"Ayala Alabang","Muntinlupa","Alabang Town Center, Perez Optical, Alabang,Muntinlupa City, Muntinlupa","Perez Optical Clinic"
1066,"Grace Park West","Caloocan","67 11th Avenue Near Corner San Diego Street, Caloocan City, Caloocan","Arhianna Dental Care"
1067,"San Dionisio","Paranaque","3rd floor Building A SM Sucat, San Dionisio, Paranaque City, Paranaque","Toothfairy Dental Clinic"
1068,"Malamig","Mandaluyong","Ga Tower Boni Edsa, Mandaluyong, 1550,Mandaluyong City, Mandaluyong","DLA Naturals"
1069,"Ayala Alabang","Muntinlupa","103 Gloria Diaz Street Corner Lalaine Bennette Street, B.F Resort Prince Reiji Building, Las Pinas","Cruz Dental Clinic"
1070,"Ayala Alabang","Muntinlupa","Room 202, 2nd Floor 1101 Admiralty Building Madrigal Business Park, Muntinlupa","Cruz Dental Clinic"
1071,"Putatan","Muntinlupa","Medical Center Muntinlupa, 38 National Road, Putatan,Muntinlupa City, Muntinlupa","Carmelita R Fernandez Md"
1072,"Maypajo","Caloocan","#3E Lourdes Street Buenamar Subdivision Novaliches, Caloocan","Tooth Image Dental Clinic"
1073,"San Lorenzo","Makati","Makati Cinema Square, Chino Roces Street, Makati City, Metro Manila,Makati City, Makati","Ace Opticals"
1074,"Pasong Tamo","Quezon","15A B4 Cartier St., Villa Corrina Subd., Tandang Sora,Quezon City, Quezon","Gepigon Dental Clinic"
1075,"Mall of Asia","Pasay","Dela Rosa Street, Makati, Kalakhang Maynila, Makati","Abesamis Eye Clinic"
1076,"Mall of Asia","Pasay","2nd Floor Southwing Entertainment Mall Mall of Asia, Pasay","Abesamis Eye Clinic"
1077,"Bagong Pag-asa","Quezon","Unit 509 Fifth Level, The Block, SM North Edsa Sched,Quezon City, Quezon","CA World Dental Care, Inc."
1078,"San Lorenzo","Makati","Philippine First Building, Ayala Avenue, Makati","C Jacinto Dental Hub"
1079,"Central","Quezon","2nd Floor,Room 201 Punzalan Building,Tonsuya, Malabon","East Avenue Medical Center"
1080,"Sacred Heart","Quezon","2nd Floor Cabrera II Building #64 Barangay Sacred Heart Timog Avenue, Quezzon City, Quezon","Dela Rosa Dental Clinic"
1081,"Mariana","Quezon","2nd Floor, 1166 E Rodriguez St Avenue, New Manila, Quezon City, Quezon","Korea University Dental Center"
1082,"San Antonio Village","Makati","Unit 103 Metro Terraces Condominium, 1009 Metropolitan Avenue Corner Sacred Heart Street, Makati","Norville Fresh Breaththerapy"
1083,"Santa Elena","Marikina","W. Paz Street, Sta. Elena,Marikina City, Marikina","Happy Teeth Dental Clinic"
1084,"Santa Elena","Marikina","949 P. Herrera Street Aguho Pateros, Pateros","Amang Rodriguez Memorial Medical Center"
1085,"Malamig","Mandaluyong","Upper Groud 7, Wack-Wack Royal Mansion, 561 Wack-Wack Road,Mandaluyong City, Mandaluyong","Doctor Eustaquio Carol"
1086,"Sampaloc","Manila","1357 Don Quijote Street Sampaloc, Manila","Carol Lopez Lizardo Dental Clinic"
1087,"Alabang","Muntinlupa","Research Institute For Tropical Medicine, Filinvest Corporate City, Alabang,Muntinlupa City, Muntinlupa","Department Of Health Hospital Research Institute For Tropical Medicine"
1088,"San Lorenzo","Makati","1405 Medical Plaza Building Amorsolo Street corner Dela Rosa Street Legaspi Village, Makati","Navales Dental Clinic"
1089,"Malanday","Marikina","223, Malaya Street, Malanday, Marikina","Cri Madonna Maternity Clinic"
1090,"San Lorenzo","Makati","166, Aventus Medical Center, 2nd Floor Pnb Beneficial Life Building, Salcedo Street, Legaspi Village, Makati City, 1229, Metro Manila,Makati City, Makati","Aventus Medical Care"
1091,"San Lorenzo","Makati","2nd Floor, Aventus Medical Care, Beneficial Life Building, 166 Salcedo Street, Legaspi Village, Makati City, 1229, Metro Manila,Makati City, Makati","Aventus Medical Care"
1092,"San Lorenzo","Makati","Amorsolo Street, Corner Dela Rosa Street, Legaspi Village, Makati","Tanglao Implantology Orthodontics"
1093,"San Lorenzo","Makati","Suite 1012 Medical Plaza Makati, Amorsolo St.,Makati City, Makati","Carolina Naguit Dental Clinic"
1094,"San Isidro","Paranaque","B1 Wincel Building UPS 5 Paranaque City, Paranaque","Molar Support Dental Clinic"
1095,"Bagong Pag-asa","Quezon","Unit 018 Lower Ground Floor, SM Annex,SM North Edsa,Quezon City, Quezon","DLC Dental Health Studio"
1096,"Malanday","Marikina","De Guzman Street,Marikina City, Marikina","Dermatolgy Clinic"
1097,"Bagong Pag-asa","Quezon","SM City The Block 5th Level North Edsa, Quezon","Enhance Cosmetic Surgery and Skin Care Center"
1098,"Addition Hills","San Juan","5th Level Building A Sm Megamall, Edsa 1550,Mandaluyong City, San Juan","Dermclinic"
1099,"Wack-Wack Greenhills","Mandaluyong","Saint Francis Street, Corner Shaw Boulevard,Mandaluyong City, Mandaluyong","Dr Caroline Santos Ruiz General Esthetic Dentistry"
1100,"Forbes Park","Makati","Mckinley Road, Makati City, Makati","Carlos E Paguio Clinic"
1101,"Santa Mesa","Manila","2520 Loa St. East Service Road,Paranaque City, Manila","Torres Dental Clinic"
1102,"Tinajeros","Malabon","8 Honradez Street Tugatog Malabon City, Malabon","Tiangco - Macasaet Dental Care Clinic"
1103,"Mall of Asia","Pasay","Berma Mall Ground floor Redemptionist Building Baclaran Parañaque City, Pasay","Tooth Warrior Dental Clinic"
1104,"Maharlika","Quezon","Unit 2d # 410 Paseo Lorenzo Building N.S. Amoranto Avenue  Quezon City, Quezon","The Tooth Clinic"
1105,"Greenhills North","San Juan","2nd Floor, Beauty Central Arcade, Greenhills Shopping Center, San Juan","Dental City"
1106,"Concepcion Uno","Marikina","St. Victoria Hospital, 444, J.P. Rizal Street,Marikina City, Marikina","Cashmir A Avila Md"
1107,"San Lorenzo","Makati","Suite 203,204,216 Makati Medical Tower, V. A. Rufino Street, Legaspi Village, Makati City, 1229, Metro Manila,Makati City, Makati","Accredited Dentists"
1108,"Kaunlaran","Quezon","100 A Conrado Benitez Street, Cubao, Quezon","Pullan Dental Clinic"
1109,"Batangas City","Batangas","Barangay San Francisco Bauan - Mabini Rd Mabini 4202, Batangas","Zigzag Hospital"
1110,"San Lorenzo","Makati","15th Floor Unit 1507 Medical Plaza Amorsolo Corner Dela Rosa Street, Makati","Dental Aspect"
1111,"San Lorenzo","Makati","Suite 1105, Medical Plaza Makati, Starcare Multispecialty Medical & Dental Clinic, Amorsolo Street, Corner Dela Rosa Street, Legaspi Village,Makati City, Makati","Starcare Multispecialty Medical & Dental Clinic"
1112,"Wack-Wack Greenhills","Mandaluyong","Unit 4e3 8101, Pearl Plaza, Pearl Drive, San Antonio,Pasig city, Mandaluyong","Catherina Manuela Remedios MD"
1113,"Palanan","Makati","Casino, Corner Dian Street, Palanan, Makati, 1235, Makati City, Makati","Marinus Vaccination Center"
1114,"Ermita","Manila","United Nations Ave, Ermita, Manila, Manila","Manila Doctors Hospital - Room No. 705"
1115,"Don Bosco","Paranaque","Unit 8 Solid Arcade Building, President Avenue, BF Homes, Paranaque","Catherine Bailon - Marasigan Dental Clinic"
1116,"Maybunga","Pasig","Unit F. C. Raymundo Ave., Corner Narra St., Maybunga, Pasig","Dental Central Oral Care Clinic"
1117,"Alabang","Muntinlupa","G/F Park Square 2, Ayala Center, Makati City, Makati","Eye Republic Ophthalmology Clinic"
1118,"Alabang","Muntinlupa","Greenbelt 1, Ayala Comercial Center, Paseo De Roxas, Makati City,Makati City, Makati","Eye Republic Ophthalmology Clinic"
1119,"Alabang","Muntinlupa","Medical Office Building, Asian Hospital And Medical Center, Civic Drive, Filinvest Corporate City, Alabang, Muntinlupa City, Muntinlupa","Eye Republic Ophthalmology Clinic"
1120,"San Lorenzo","Makati","Room 601 Mendical Towers Makati V.A Rufino Street Legazpi Village, Makati","PDC Premiere Dental Center Co."
1121,"Moonwalk","Paranaque","15617 E. Rodriguez Avenue Moonwalk Village Paranaque City, Paranaque","Palmos Dental Clinic"
1122,"Alabang","Muntinlupa","3rd Level Festival Supermall, Corporate Ave. Cor. Civic Drive, Filinvest Corporate City,Muntinlupa City, Muntinlupa","Catherine Eroy Dental Clinic"
1123,"Mandaue City","Cebu City","Enriquez Medical and Dental Clinic, P. Gomez St., Centro, Cebu City","Enriquez Medical and Dental Clinic"
1124,"Alabang","Muntinlupa","Type - C NBP Reservation, Muntinlupa","Garces - Gatchalian Dental Clinic"
1125,"Kaunlaran Village","Malabon","130 P. Zamora Street, Malabon","Orlina Dental Clinic"
1126,"Malate","Manila","1800 Mabini Street Malate, Manila","Global Medical Clinic Inc."
1127,"Fairview","Quezon","89 Commonwealth Ave East Fairview, Quezon City 1118 Metro Manila, Quezon","Gusi Animal Clinic"
1128,"Highway Hills","Mandaluyong","Shaw Boulevard San Antonio, Mandaluyong","Shaw Dental Clinic"
1129,"Barangay 171","Caloocan","Corpuz Building Near Alexander Supermart, Camarin Road, Urduaja Village, Novaliches, Caloocan City, Caloocan","Tamayo's Dental Clinic"
1130,"Kaligayahan","Quezon","Zabante Road Corner Diamond Drive Novaliches, Quezon","Rosal Medinaceli Dental Clinic"
1131,"Pio del Pilar","Makati","4th Floor, Araneta Square Mall, Samson Road Corner Rizal Avenue Bonifacio Caloocan City, Quezon","St. John Biocare And Dialysis Center"
1132,"East Grace Park","Caloocan","522 EDSA Corner Urbano Plata Biglang awa, Caloocan","NCC Dialysis Center"
1133,"Dasmarinas City","Cavite","Block 1 Lot17 St. Peter 1, Cavite","Pescoso Dental Clinic (Isidro Mangubat)"
1134,"Dasmarinas City","Cavite","Isidro  Mangubat Corner Tirona Street Dasmariñas City, Cavite","Pescoso Dental Clinic (Isidro Mangubat)"
1135,"Calumpang","Marikina","4th Floor, Marcos Highway, S.M Marikina Mall,Marikina City, Marikina","Quilinguen Dental Clinic"
1136,"Baclaran","Paranaque","119 - A Quirino Avenue Baclaran, Paranaque","La Madrid Polyclinic & Diagnostics"
1137,"Barangay Ilaya","Las Pinas","2nd Floor, 220 Real St., E. Aldana Plaza Quezon, Las Pinas","Catherine Reyes"
1138,"Santa Ana","Manila","548 New Panaderos Extension,Mandaluyong City, Manila","Catherine Sarmiento Clinic"
1139,"Mandaue City","Cebu City","San Roque Parish Private Road, H. Cortes St., Wireless, Mandaue City, Cebu City","Tomines-Arriola Dental Clinic"
1140,"Plainview","Mandaluyong","#843, Nueve De Febrero Street, Barangay Mauway,Mandaluyong City, Mandaluyong","We Care Polyclinc and Lying - In With OB Ultrasound"
1141,"Fort Bonifacio","Taguig","2/F Grand Hamptons Tower 1 31st St., cor 2nd Ave., Fort Bonifacio Global City, Taguig, Taguig","Casipit Tan Dental Clinic"
1142,"Socorro","Quezon","Unit 104 Radiance Place, 80 14th Avenue, corner Main Avenue, Murphy, Cubao, Quezon City, Quezon","SDA Dental Clinic"
1143,"Socorro","Quezon","200-A 15th Avenue Cubao, Quezon","Dental Care Clinic"
1144,"Greenhills North","San Juan","4th Floor V Mall Greenhills Shopping Center San Juan city, San Juan","Asian Base Dental Group Inc."
1145,"Pio del Pilar","Makati","Lg3, Cityland, Pasong Tamo Condominium, Estacion Street, Makati City, 1200, Metro Manila,Makati City, Makati","Dr Cecile Sunglao Pilares Pediatric Clinic"
1146,"San Lorenzo","Makati","A. Arnaiz Avenue, Makati City, 1200, Metro Manila,Makati City, Makati","Dr Cecilia Caeg Ples Orthodontics"
1147,"Alabang","Muntinlupa","Suite 806, 2301 Civic Place, Filinvest Corporate City, Alabang,Muntinlupa City, Muntinlupa","Magnifident Inc."
1148,"Pandacan","Manila","226 P. Victorino Street,Mandaluyong City, Manila","Cecilia Lamagda Cassonova"
1149,"Maybunga","Pasig","San Antonio Abad Medical Clinic, 757 C.Raymundo Avenue, Maybunga,Pasig City, Pasig","Ma. Cecilia L. Cruz, MD@San Antonio Abad Medical Clinic"
1150,"Sampaloc","Manila","1925-B G. Tuazon Street Balic Balic Sampaloc Manila, Manila","Mendoza - Gonzales Dental Clinic"
1151,"Pasay City","Pasay","Gil Puyat Avenue, Barangay 9, Pasay City, 1300, Metro Manila,Pasay City, Pasay","Lucentales Cecilia A Medical Clinic"
1152,"San Lorenzo","Makati","Medical Towers Makati, 103 V.A. Rufino Street, Legaspi Village, Makati City, Metro Manila,Makati City, Makati","Cecilia Miranda Dental Clinic"
1153,"Bagong Pag-asa","Quezon","Philippine Children's Medical Center Quezon Avenue, Agham Road, Quezon City, Quezon","Philippine Children's Medical Center"
1154,"Ugong Norte","Quezon","Room 903, Medical Plaza Ortigas, San Miguel Avenue, Pasig City, Metro Manila,Pasig city, Mandaluyong","Cecilia R Rosete Dermatology Clinic"
1155,"Ugong Norte","Quezon","Room 5 Park Avenue, Robinson Galleria, Edsa,Pasig city, Quezon","Cecilia R Rosete Dermatology Clinic"
1156,"Santo Cristo","Quezon","992 Aventus Medical care, 2nd Floor Philippine College of Surgeon, Edsa, Quezon City, Quezon","Aventus Medical Care"
1157,"North Daang Hari","Taguig","Plaza Dela Rosa Manalac Avenue,Taguig City, Taguig","Maple Leaf Diagnostic and Medical Clinic"
1158,"San Dionisio","Paranaque","Bldg. A. Ground Floor. Evacom, Sucat, Paranaque","Sarmiento Optical"
1159,"Malinao","Pasig","2nd Flr. Antonio Bldg. cor. Manalo St. Malinao, Pasig","Teres Dental Clinic"
1160,"Tondo","Manila","#77 B,Serrano Street, Quezon City, Manila","Alpha Polyclinic & Laboratory,inc."
1161,"San Lorenzo","Makati","1101 Medical Plaza Makati, Amorsolo St., Legazpi Village, Makati City, Metro Manila, Makati","Dental Haven"
1162,"San Lorenzo","Makati","Suite 1409 14th Flr. Makati Medical Plaza Amorsolo St., Legazpi Village Makati City, Makati","Jeffrey B. Chua Dental Clinic"
1163,"Fort Bonifacio","Taguig","Concepcion F1 City Center, 32nd St, Rizal Drive, Taguig","Concepcion Dental Clinic And Whitening Center"
1164,"Pio del Pilar","Makati","5337, Umandap Dental Clinic, P. Binay Corner Ben Harrison Street, Pio Del Pilar, Makati City, 1230, Metro Manila,Makati City, Makati","Umandap Dental Clinic"
1165,"Don Manuel","Quezon","Unit 31-G Ground Floor H and L Bldg. #31 Sto. Tomas St., Brgy. Don Manuel Galas, Quezon","Celeste Mella - Razon Dental Clinic"
1166,"Maypajo","Caloocan","600 Sarile Building Zabarte Road(Almar) Area-A Camarin Caloocan City, Caloocan","Tooth Image Dental Clinic"
1167,"Alabang","Muntinlupa","4/f Bldg. B, Festival Supermall Alabang, Muntinlupa","Dental City"
1168,"Tandang Sora","Quezon","55 Arkong Bato, Valenzuela City, Quezon","Celine Baylon - Tan Clinic"
1169,"Malibay","Pasay","253 Aurora Boulevard, Tramo, Pasay City, 1300, Metro Manila,Pasay City, Pasay","Gapasin Medical Clinic"
1170,"Bungad","Quezon","134 A Triamph Building West Avenue Quezon City, Quezon","PRTC Vet Clinic"
1171,"Guadalupe Nuevo","Makati","Ground Floor Kimston Plaza, P. Burgos, Guadalupe, Makati, Makati","Cosino Dental Clinic"
1172,"Karuhatan","Valenzuela","valenzuela city, Valenzuela","Health Guard Lab and Clinic"
1173,"San Roque","Marikina","Isidro Clinic, 101 E. Dela Paz Street, San Roque - Calumpang,Marikina City, Marikina","Isidro Clinic"
1174,"Sampaloc","Manila","1609 Dapitan St. Sampaloc, Manila","C. Valdez Optical Shop"
1175,"Santa Lucia","Pasig","23 Ilang-ilang Corner Countryside Avenue Pasig City, Pasig","L. O. Cezar Polyclinic"
1176,"Central","Quezon","546 MacArthur Highway Malanday Valenzuela City, Valenzuela","Starmed Diagnostic Services and Specialty Clinics"
1177,"Central","Quezon","Malakas Street, Quezon","Starmed Diagnostic Services and Specialty Clinics"
1178,"Western Bicutan","Taguig","FTI Sunshine Plaza Mall, Taguig","Lachica Dental Clinic"
1179,"Lower Bicutan","Taguig","434 M.L. Quezon Street Lower Bicutan Taguig City, Taguig","Clinica Medical Y Dental De San Ignacio"
1180,"San Antonio Village","Makati","9055, Banuyo Street, San Antonio Village, Makati City, 1203, Metro Manila,Makati City, Makati","Lapasaran Dental Clinic"
